GEOID,Indicator,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Baden-Wuerttemberg,Manufacturing  Persons employed - number,1221462,1155036,1310383,1343467,1354928,1361504,1374675,1387731,1399973,1426942,1461263
Baden-Wuerttemberg,Wholesale and retail trade; repair of motor vehicles and motorcycles  Persons employed - number,638191,779118,773728,821065,807612,872903,909280,1036606,954567,962371,952421
Baden-Wuerttemberg,"Retail trade, except of motor vehicles and motorcycles  Persons employed - number",369810,428267,430840,451903,444278,465808,499231,631512,527400,519061,512587
Baden-Wuerttemberg,Administrative and support service activities  Persons employed - number,287673,277044,300085,326379,325632,339524,369343,374660,402784,416968,424344
Baden-Wuerttemberg,"Professional, scientific and technical activities  Persons employed - number",284107,287835,303506,329673,321353,331980,372378,356320,416265,408298,420974
Baden-Wuerttemberg,Manufacture of machinery and equipment n.e.c.  Persons employed - number,297221,284957,317983,326880,332006,333979,339603,342508,343404,353176,366694
Baden-Wuerttemberg,Accommodation and food service activities  Persons employed - number,165833,228262,228411,239772,244417,235425,261365,271522,344850,333102,334820
Baden-Wuerttemberg,"Wholesale trade, except of motor vehicles and motorcycles  Persons employed - number",189215,255290,247076,269955,265104,294151,294157,287756,298643,312474,312508
Baden-Wuerttemberg,Construction  Persons employed - number,83777,199280,205500,215122,224917,224982,250836,255959,265170,267843,277887
Baden-Wuerttemberg,Transportation and storage  Persons employed - number,169595,164469,170552,185955,192594,184184,221421,219901,239933,250314,263741
Baden-Wuerttemberg,"Manufacture of motor vehicles, trailers and semi-trailers  Persons employed - number",211434,196417,222939,227731,231402,235205,240299,243789,249379,252348,256685
Baden-Wuerttemberg,Food and beverage service activities  Persons employed - number,117077,167777,170204,179936,181269,174800,196649,204968,256392,249492,250294
Baden-Wuerttemberg,Specialised construction activities  Persons employed - number,11720,145924,151456,160822,169070,168249,191440,196632,203492,203213,211133
Baden-Wuerttemberg,Information and communication  Persons employed - number,159784,144324,144374,152717,153766,162392,176608,180369,172952,185581,205247
Baden-Wuerttemberg,Services to buildings and landscape activities  Persons employed - number,134885,133131,135502,143765,149133,157686,169905,169762,183138,189722,200569
Baden-Wuerttemberg,"Manufacture of fabricated metal products, except machinery and equipment  Persons employed - number",140691,128608,149464,157552,158906,161816,164565,166196,166860,171866,179585
Baden-Wuerttemberg,Retail sale of other goods in specialised stores  Persons employed - number,129513,141814,141424,147054,140487,153422,164809,227749,193222,183042,172547
Baden-Wuerttemberg,Retail sale in non-specialised stores  Persons employed - number,114379,141297,140325,146053,144831,159076,164202,241051,164320,160262,157266
Baden-Wuerttemberg,"Computer programming, consultancy and related activities  Persons employed - number",85040,92615,95767,98106,98142,107143,118451,123296,118734,129550,145543
Baden-Wuerttemberg,Architectural and engineering activities; technical testing and analysis  Persons employed - number,72189,82967,86884,100418,102670,110686,114582,115792,123656,133054,139529
Baden-Wuerttemberg,Wholesale and retail trade and repair of motor vehicles and motorcycles  Persons employed - number,79166,95560,95812,99208,98230,112943,115892,117339,128525,130836,127325
Baden-Wuerttemberg,Manufacture of electrical equipment  Persons employed - number,95592,92066,105869,110141,112077,111801,111770,113154,112799,115274,118270
Baden-Wuerttemberg,Land transport and transport via pipelines  Persons employed - number,78574,71928,75084,76601,77580,79809,90924,94140,100494,104816,111026
Baden-Wuerttemberg,Legal and accounting activities  Persons employed - number,77271,79743,80177,78154,77296,79016,89511,88948,102729,104969,109689
Baden-Wuerttemberg,Employment activities  Persons employed - number,74013,60579,85515,92763,82867,86001,98716,99116,107536,115785,104387
Baden-Wuerttemberg,Warehousing and support activities for transportation  Persons employed - number,61547,61911,62434,64628,66529,67523,72639,71371,76334,79847,85844
Baden-Wuerttemberg,Accommodation  Persons employed - number,48757,60485,58207,59836,63148,60625,64716,66554,88458,83610,84526
Baden-Wuerttemberg,Activities of head offices; management consultancy activities  Persons employed - number,53651,48389,54014,61264,57566,62216,76733,70366,106051,81662,82135
Baden-Wuerttemberg,Other specialised wholesale  Persons employed - number,56581,75450,76515,84615,84558,82027,75705,80720,80607,81323,81780
Baden-Wuerttemberg,Wholesale of household goods  Persons employed - number,51959,72364,67277,73876,66504,85853,85526,74484,75997,80925,79578
Baden-Wuerttemberg,Manufacture of rubber and plastic products  Persons employed - number,59657,56480,65549,67954,68579,68043,70001,70932,71553,73938,74914
Baden-Wuerttemberg,Manufacture of food products  Persons employed - number,58693,59091,69045,71310,71725,71290,70833,71479,73119,74627,74739
Baden-Wuerttemberg,"Manufacture of computer, electronic and optical products  Persons employed - number",66404,61201,69165,70585,71226,71771,69747,71551,72302,72317,74209
Baden-Wuerttemberg,Postal and courier activities  Persons employed - number,27278,28307,30859,43301,47086,35527,55695,52632,61458,64045,65215
Baden-Wuerttemberg,"Office administrative, office support and other business support activities  Persons employed - number",43529,47628,44148,54747,57410,58767,54609,58053,58097,57283,64180
Baden-Wuerttemberg,Real estate activities  Persons employed - number,67917,68920,65466,70178,73165,75428,89681,46373,53011,56788,61198
Baden-Wuerttemberg,Sale of motor vehicles  Persons employed - number,32700,37779,35401,37964,37161,48036,52170,52613,59798,59963,58945
Baden-Wuerttemberg,"Wholesale of other machinery, equipment and supplies  Persons employed - number",25386,32125,34018,36610,37462,44874,47417,49053,52507,57692,58210
Baden-Wuerttemberg,"Retail sale of food, beverages and tobacco in specialised stores  Persons employed - number",26044,30069,31379,31466,31807,32272,38698,35767,48391,48738,56734
Baden-Wuerttemberg,Other manufacturing  Persons employed - number,37428,35324,41263,42185,42972,44362,44977,46355,47671,49124,50856
Baden-Wuerttemberg,"Electricity, gas, steam and air conditioning supply  Persons employed - number",29878,30246,31163,31634,27604,28563,31317,32859,32974,33338,49600
Baden-Wuerttemberg,Retail sale of other household equipment in specialised stores  Persons employed - number,45578,50788,50134,55956,53918,44172,52444,48236,46844,45996,44061
Baden-Wuerttemberg,"Wholesale of food, beverages and tobacco  Persons employed - number",24625,30143,29282,30531,30943,29812,29278,30005,35806,39084,42427
Baden-Wuerttemberg,Maintenance and repair of motor vehicles  Persons employed - number,26916,34930,38076,37943,38479,39707,38528,39595,44367,44873,40974
Baden-Wuerttemberg,Construction of buildings  Persons employed - number,55260,32665,33238,33900,34444,34726,35887,35415,36880,38858,39997
Baden-Wuerttemberg,Publishing activities  Persons employed - number,32652,31153,31159,36412,37397,36257,39464,36801,33639,34128,35379
Baden-Wuerttemberg,"Retail trade not in stores, stalls or markets  Persons employed - number",16441,18352,21123,22180,24055,28683,27847,29016,30895,34708,35374
Baden-Wuerttemberg,Advertising and market research  Persons employed - number,48648,45510,50170,49734,45238,41774,45570,36020,34722,36265,35324
Baden-Wuerttemberg,Manufacture of chemicals and chemical products  Persons employed - number,32199,31027,34912,34627,34130,34002,34378,33855,34269,34349,34887
Baden-Wuerttemberg,Manufacture of basic pharmaceutical products and pharmaceutical preparations  Persons employed - number,27410,27292,29772,30409,32323,30899,31038,31591,32369,33023,33466
Baden-Wuerttemberg,Manufacture of paper and paper products  Persons employed - number,29322,28072,31970,32120,29790,29528,29472,29214,28954,29338,28756
Baden-Wuerttemberg,Security and investigation activities  Persons employed - number,13583,14552,14120,15840,16777,16816,21035,23208,26337,26572,26762
Baden-Wuerttemberg,Civil engineering  Persons employed - number,16796,20691,20806,20400,21403,22007,23509,23912,24798,25772,26757
Baden-Wuerttemberg,Manufacture of basic metals  Persons employed - number,26008,22350,25351,25478,25166,25244,25023,25972,25312,25008,26017
Baden-Wuerttemberg,Wholesale of information and communication equipment  Persons employed - number,10325,9866,12281,13793,13578,25506,28165,24142,26045,24767,25945
Baden-Wuerttemberg,Scientific research and development  Persons employed - number,14749,14767,15409,19054,18114,16251,22245,20306,22944,24492,24532
Baden-Wuerttemberg,Sale of motor vehicle parts and accessories  Persons employed - number,17514,20427,20253,21004,20352,22954,22282,21767,20863,22599,24046
Baden-Wuerttemberg,"Other professional, scientific and technical activities  Persons employed - number",13557,12337,12785,16647,15993,17439,18570,19584,19934,21192,22962
Baden-Wuerttemberg,Manufacture of other non-metallic mineral products  Persons employed - number,20882,19981,22381,22644,22606,22548,22669,22482,22383,23050,22912
Baden-Wuerttemberg,Retail sale of cultural and recreation goods in specialised stores  Persons employed - number,17712,20731,21487,21860,21353,20598,22236,21448,22537,22336,22786
Baden-Wuerttemberg,"Water supply; sewerage, waste management and remediation activities  Persons employed - number",12835,13431,14216,14355,14705,15048,18560,19275,19515,20780,22706
Baden-Wuerttemberg,Repair and installation of machinery and equipment  Persons employed - number,22060,20140,22465,23326,21401,21774,21874,21047,22320,22392,22357
Baden-Wuerttemberg,Manufacture of furniture  Persons employed - number,18288,17392,19999,20187,19736,19747,19288,19562,19444,19481,19686
Baden-Wuerttemberg,Rental and leasing activities  Persons employed - number,13735,13455,13086,12858,13055,14017,16502,15252,18316,18217,19075
Baden-Wuerttemberg,"Waste collection, treatment and disposal activities; materials recovery  Persons employed - number",,,,,,,,,,14508,16039
Baden-Wuerttemberg,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials  Persons employed - number",15123,14148,16237,16184,16294,15358,15208,14921,14896,15166,15571
Baden-Wuerttemberg,Printing and reproduction of recorded media  Persons employed - number,20476,18850,20469,19268,18565,17949,17169,16302,15535,14969,14637
Baden-Wuerttemberg,Wholesale on a fee or contract basis  Persons employed - number,9923,21391,15740,16820,17964,13287,12820,12956,11453,12125,13010
Baden-Wuerttemberg,Manufacture of textiles  Persons employed - number,13379,11974,12794,12906,13736,13768,13635,13080,13185,12876,13007
Baden-Wuerttemberg,Retail sale of automotive fuel in specialised stores  Persons employed - number,5627,8339,8708,9011,9120,10863,13786,13564,6418,8529,11315
Baden-Wuerttemberg,Manufacture of other transport equipment  Persons employed - number,6097,7721,8770,8856,9179,9423,9451,9706,10144,10637,11034
Baden-Wuerttemberg,Manufacture of wearing apparel  Persons employed - number,11088,10513,11536,10789,10893,10752,10773,10902,10818,10807,9971
Baden-Wuerttemberg,Retail sale of information and communication equipment in specialised stores  Persons employed - number,12269,14438,13707,15271,15515,13459,12225,11377,11257,11328,9664
Baden-Wuerttemberg,"Travel agency, tour operator and other reservation service and related activities  Persons employed - number",7927,7698,7714,6405,6390,6237,8576,9270,9360,9389,9372
Baden-Wuerttemberg,Information service activities  Persons employed - number,27546,7402,4972,6167,5726,6544,5680,6657,6791,7452,9310
Baden-Wuerttemberg,Manufacture of beverages  Persons employed - number,8208,7943,8456,8336,8313,8382,8895,9064,9165,9078,8788
Baden-Wuerttemberg,Wholesale of agricultural raw materials and live animals  Persons employed - number,3929,4123,4341,4407,4323,7642,8327,7839,7809,8643,7269
Baden-Wuerttemberg,Veterinary activities  Persons employed - number,4042,4123,4068,4403,4477,4598,5166,5305,6228,6664,6801
Baden-Wuerttemberg,"Motion picture, video and television programme production, sound recording and music publishing activities  Persons employed - number",4925,4942,4814,4432,4893,5021,5660,6499,6335,6549,6604
Baden-Wuerttemberg,Repair of computers and personal and household goods  Persons employed - number,5290,5662,5854,5581,5712,6006,5917,5615,6534,5715,5737
Baden-Wuerttemberg,Mining and quarrying  Persons employed - number,4052,4034,4850,4682,4718,4867,4969,5111,5165,5385,5499
Baden-Wuerttemberg,Other mining and quarrying  Persons employed - number,4052,4034,4850,4682,4718,4867,4969,5111,5165,5385,5499
Baden-Wuerttemberg,Programming and broadcasting activities  Persons employed - number,5040,4921,4925,4747,4773,4749,4685,4585,4836,4719,4716
Baden-Wuerttemberg,Non-specialised wholesale trade  Persons employed - number,6487,9829,7623,9302,9773,5150,6919,8557,8419,7915,4290
Baden-Wuerttemberg,Telecommunications  Persons employed - number,4581,3292,2737,2853,2836,2679,2667,2530,2617,3182,3695
Baden-Wuerttemberg,"Sale, maintenance and repair of motorcycles and related parts and accessories  Persons employed - number",2036,2424,2081,2297,2239,2246,2913,3364,3496,3401,3360
Baden-Wuerttemberg,Sewerage  Persons employed - number,,,,,,,,,,3154,3273
Baden-Wuerttemberg,"Water collection, treatment and supply  Persons employed - number",3323,3197,3316,3276,3251,2829,2783,2818,2948,3020,3140
Baden-Wuerttemberg,Retail sale via stalls and markets  Persons employed - number,2247,2439,2552,3050,3193,3264,2985,3305,3515,4123,2839
Baden-Wuerttemberg,Manufacture of leather and related products  Persons employed - number,1592,1337,1499,1462,1384,1326,1378,1428,1432,1425,1453
Baden-Wuerttemberg,Air transport  Persons employed - number,1467,1556,1461,825,782,797,1220,777,837,835,881
Baden-Wuerttemberg,Water transport  Persons employed - number,729,767,713,600,618,528,942,981,810,771,775
Baden-Wuerttemberg,Remediation activities and other waste management services  Persons employed - number,,,,,,,,,,98,254
Baden-Wuerttemberg,Mining of coal and lignite  Persons employed - number,0,0,0,0,0,0,0,0,0,0,0
Baden-Wuerttemberg,Extraction of crude petroleum and natural gas  Persons employed - number,0,0,0,0,0,0,0,0,0,0,0
Baden-Wuerttemberg,Mining of metal ores  Persons employed - number,0,0,0,0,0,0,0,0,0,0,0
Baden-Wuerttemberg,Mining support service activities  Persons employed - number,0,0,0,0,0,0,0,0,0,0,0
Baden-Wuerttemberg,Mining and quarrying  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Mining of coal and lignite  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Extraction of crude petroleum and natural gas  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Mining of metal ores  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Other mining and quarrying  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Mining support service activities  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Manufacture of tobacco products  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Manufacture of coke and refined petroleum products  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,"Electricity, gas, steam and air conditioning supply  Share of employment in manufacturing total - percentage",,,,,,,,,,,
Baden-Wuerttemberg,"Water supply; sewerage, waste management and remediation activities  Share of employment in manufacturing total - percentage",,,,,,,,,,,
Baden-Wuerttemberg,"Water collection, treatment and supply  Share of employment in manufacturing total - percentage",,,,,,,,,,,
Baden-Wuerttemberg,Sewerage  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,"Waste collection, treatment and disposal activities; materials recovery  Share of employment in manufacturing total - percentage",,,,,,,,,,,
Baden-Wuerttemberg,Remediation activities and other waste management services  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Construction  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Construction of buildings  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Civil engineering  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Specialised construction activities  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Wholesale and retail trade; repair of motor vehicles and motorcycles  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Wholesale and retail trade and repair of motor vehicles and motorcycles  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Sale of motor vehicles  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Maintenance and repair of motor vehicles  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Baden-Wuerttemberg,Sale of motor vehicle parts and accessories  Share of employment in manufacturing total - percentage,,,,,,,,,,,
